Packet_Number,Current_Time,IP_Address,Packet_Length,Packet_Checksum,Category
4487,1550703301.193319,192.168.1.157,143,55324,1
4488,1550703301.500362,192.168.1.157,143,55324,1
4489,1550703301.5221,192.168.1.162,185,51086,1
4490,1550703301.53841,74.84.192.134,137,13973,1
4491,1550703301.538569,74.84.192.134,185,25235,1
4492,1550703301.538912,192.168.1.162,137,1017,1
4493,1550703301.602761,192.168.1.253,155,58471,1
4495,1550703301.705083,192.168.1.157,143,55324,1
4496,1550703302.012343,192.168.1.157,235,55232,1
4497,1550703302.707387,192.168.1.162,121,62978,1
4499,1550703302.731616,74.84.192.134,137,9392,1
4500,1550703303.13889,192.168.1.157,235,55232,1
4502,1550703304.750917,192.168.1.162,267,1796,1
4503,1550703304.761244,18.205.93.208,245,4407,1
4504,1550703304.761413,192.168.1.162,52,2013,0
4506,1550703305.590759,192.168.1.162,89,28026,0
4507,1550703305.59163,192.168.1.162,153,9100,1
4508,1550703305.609959,74.84.192.134,52,25157,0
4509,1550703305.610101,74.84.192.134,89,21525,0
4510,1550703305.610146,192.168.1.162,52,28063,0
4511,1550703305.615709,74.84.192.134,153,11272,1
4512,1550703305.616159,192.168.1.162,137,44812,1
4513,1550703305.61816,192.168.1.162,649,60508,1
4514,1550703305.635946,74.84.192.134,137,5146,1
4515,1550703305.636112,74.84.192.134,281,10595,1
4516,1550703305.636515,192.168.1.162,137,10616,1
4517,1550703305.637124,192.168.1.162,185,17295,1
4518,1550703305.639094,192.168.1.162,617,1182,1
4519,1550703305.655097,74.84.192.134,137,10788,1
4520,1550703305.656076,74.84.192.134,473,16634,1
4521,1550703305.656258,74.84.192.134,169,17419,1
4522,1550703305.656314,74.84.192.134,137,24772,1
4523,1550703305.6566,192.168.1.162,137,30246,1
4524,1550703305.656852,192.168.1.162,137,2542,1
4525,1550703305.657101,192.168.1.162,137,28242,1
4526,1550703305.657228,192.168.1.162,137,7641,1
4527,1550703305.675303,74.84.192.134,137,28129,1
4529,1550703306.722904,192.168.1.234,157,40501,1
4531,1550703306.723161,192.168.1.157,143,55324,1
4532,1550703307.030068,192.168.1.157,143,55324,1
4533,1550703307.13251,192.168.1.234,155,40501,1
4534,1550703307.234852,192.168.1.157,143,55324,1
4535,1550703307.542055,192.168.1.157,143,55324,1
4537,1550703307.849288,192.168.1.157,143,55324,1
4538,1550703308.054069,192.168.1.157,143,55324,1
4539,1550703308.109642,192.168.1.162,169,42206,1
4540,1550703308.12275,74.84.192.134,233,26740,1
4541,1550703308.361319,192.168.1.157,143,55324,1
4542,1550703308.566216,192.168.1.157,235,55232,1
4544,1550703308.850754,192.168.1.162,82,1981,0
4545,1550703308.89636,18.205.93.208,52,4601,0
4546,1550703309.11098,192.168.1.162,153,11164,1
4547,1550703309.154519,74.84.192.134,153,12692,1
4548,1550703309.154967,192.168.1.162,137,33177,1
4549,1550703309.155755,192.168.1.162,233,22667,1
4550,1550703309.194305,74.84.192.134,137,23924,1
4551,1550703309.194463,74.84.192.134,281,25222,1
4552,1550703309.194516,74.84.192.134,137,15830,1
4553,1550703309.19481,192.168.1.162,137,4752,1
4554,1550703309.194998,192.168.1.162,137,53265,1
4555,1550703309.195658,192.168.1.162,137,40989,1
4556,1550703309.23338,74.84.192.134,137,6844,1
4557,1550703309.692587,192.168.1.157,235,55232,1
4559,1550703309.999687,192.168.1.228,157,62622,1
4560,1550703310.102372,192.168.1.234,383,39719,1
4561,1550703310.204814,192.168.1.234,399,39698,1
4562,1550703310.204972,192.168.1.228,155,62572,1
4563,1550703310.409523,192.168.1.234,401,39693,1
4564,1550703310.512009,192.168.1.234,389,39697,1
4565,1550703310.614454,192.168.1.234,391,39686,1
4567,1550703311.126373,192.168.1.234,335,39728,1
4568,1550703311.535851,192.168.1.157,235,55232,1
4570,1550703312.457989,74.84.192.134,201,13030,1
4571,1550703312.458441,192.168.1.162,137,7999,1
4573,1550703312.857465,192.168.1.162,121,35213,1
4574,1550703312.866989,192.168.1.157,143,55324,1
4575,1550703312.87318,74.84.192.134,137,689,1
4576,1550703313.583833,192.168.1.1,203,64896,1
4577,1550703313.583964,192.168.1.157,143,55324,1
4579,1550703313.890909,192.168.1.157,143,55324,1
4580,1550703314.095869,192.168.1.157,235,55232,1
4581,1550703314.505649,192.168.1.228,383,61662,1
4582,1550703314.710499,192.168.1.228,399,61638,1
4584,1550703314.812952,192.168.1.228,401,61634,1
4585,1550703314.915275,192.168.1.228,389,61645,1
4586,1550703315.01773,192.168.1.228,391,61639,1
4587,1550703315.017927,192.168.1.157,235,55232,1
4588,1550703315.120058,192.168.1.228,344,61675,1
4589,1550703315.222726,192.168.1.228,335,61679,1
4592,1550703316.963363,192.168.1.253,383,56474,1
4593,1550703316.96392,192.168.1.253,399,56457,1
4594,1550703317.065785,192.168.1.253,401,56451,1
4595,1550703317.065985,192.168.1.157,235,55232,1
4596,1550703317.06686,192.168.1.1,405,31168,1
4597,1550703317.067599,192.168.1.1,477,16192,1
4598,1550703317.068307,192.168.1.1,473,16195,1
4599,1550703317.069007,192.168.1.1,453,16214,1
4600,1550703317.069781,192.168.1.1,485,16181,1
4601,1550703317.070521,192.168.1.1,467,16198,1
4602,1550703317.071255,192.168.1.1,469,31103,1
4603,1550703317.072026,192.168.1.1,469,16195,1
4604,1550703317.270523,192.168.1.253,389,56458,1
4605,1550703317.271254,192.168.1.253,391,56451,1
4606,1550703317.271383,74.84.192.134,169,14568,1
4607,1550703317.271609,192.168.1.162,137,33580,1
4608,1550703317.27187,192.168.1.162,169,33285,1
4609,1550703317.291105,74.84.192.134,137,26865,1
4610,1550703317.475284,192.168.1.253,344,56497,1
4611,1550703317.475688,192.168.1.253,335,56501,1
4613,1550703318.703895,192.168.1.157,143,55324,1
4615,1550703319.318318,192.168.1.157,143,55324,1
4616,1550703319.523106,192.168.1.157,143,55324,1
4618,1550703320.035126,192.168.1.157,143,55324,1
4619,1550703320.035285,192.168.1.157,149,55318,1
4620,1550703320.035589,192.168.1.157,158,55309,1
4621,1550703320.221426,192.168.1.162,553,35213,1
4622,1550703320.236364,74.84.192.134,137,16409,1
4623,1550703320.650204,74.84.192.134,377,26898,1
4624,1550703320.650331,74.84.192.134,313,63576,1
4625,1550703320.65037,74.84.192.134,393,19746,1
4626,1550703320.650401,74.84.192.134,409,21233,1
4627,1550703320.65043,74.84.192.134,185,12062,1
4628,1550703320.650559,192.168.1.162,137,55894,1
4629,1550703320.650714,192.168.1.162,137,732,1
4630,1550703320.65097,192.168.1.162,137,54453,1
4631,1550703320.65113,192.168.1.162,137,4112,1
4632,1550703320.65138,192.168.1.162,137,13831,1
4633,1550703320.651475,192.168.1.162,185,38996,1
4634,1550703320.652337,74.84.192.134,185,9777,1
4635,1550703320.652555,192.168.1.162,153,7875,1
4636,1550703320.654459,192.168.1.162,313,31302,1
4637,1550703320.668683,74.84.192.134,137,1560,1
4638,1550703320.669395,74.84.192.134,137,14315,1
4639,1550703320.723206,74.84.192.134,217,22502,1
4640,1550703320.723363,74.84.192.134,217,5726,1
4641,1550703320.723675,192.168.1.162,137,63680,1
4642,1550703320.723796,192.168.1.162,137,58355,1
4643,1550703320.726721,74.84.192.134,169,8498,1
4644,1550703320.72688,74.84.192.134,185,24314,1
4645,1550703320.727178,192.168.1.162,137,37205,1
4646,1550703320.72732,192.168.1.162,137,54725,1
4647,1550703320.727822,192.168.1.162,185,40936,1
4648,1550703320.747661,74.84.192.134,137,6465,1
4650,1550703321.469209,192.168.1.210,434,20748,1
4653,1550703322.083786,74.84.192.134,185,6762,1
4654,1550703322.083914,74.84.192.134,281,8037,1
4655,1550703322.08412,192.168.1.162,137,5719,1
4656,1550703322.084202,192.168.1.162,137,25534,1
4658,1550703322.916707,192.168.1.162,121,56482,1
4659,1550703322.936142,74.84.192.134,137,11511,1
4660,1550703323.004756,192.168.1.157,235,55232,1
4662,1550703324.643122,192.168.1.157,143,55324,1
4664,1550703325.462374,192.168.1.157,143,55324,1
4665,1550703325.462509,192.168.1.157,143,55324,1
4666,1550703325.667278,192.168.1.204,156,50146,1
4667,1550703325.667474,169.254.4.50,156,55334,1
4668,1550703325.760084,192.168.1.162,89,28026,0
4670,1550703325.774824,74.84.192.134,52,24922,0
4671,1550703325.974859,192.168.1.157,143,55324,1
4672,1550703325.975021,192.168.1.157,149,55318,1
4673,1550703326.076898,192.168.1.157,158,55309,1
4674,1550703326.17925,192.168.1.214,98,8664,0
4677,1550703326.9982,192.168.1.214,40,16955,0
4679,1550703327.203197,192.168.1.214,98,51490,0
4682,1550703327.919892,192.168.1.214,40,16955,0
4684,1550703328.944053,192.168.1.214,116,63178,1
4686,1550703329.049098,192.168.1.162,319,6132,1
4687,1550703329.456502,192.168.1.157,424,50693,1
4688,1550703329.457176,192.168.1.157,433,50684,1
4689,1550703329.457589,192.168.1.157,311,50806,1
4690,1550703329.458346,192.168.1.157,375,50742,1
4691,1550703329.458888,192.168.1.157,385,50732,1
4692,1550703329.459456,192.168.1.157,311,50806,1
4693,1550703329.460009,192.168.1.157,375,50742,1
4694,1550703329.460702,192.168.1.157,385,50732,1
4696,1550703329.968179,192.168.1.214,155,36378,1
4698,1550703330.172879,192.168.1.214,98,58580,0
4700,1550703330.685118,192.168.1.157,143,55324,1
4702,1550703330.9921,192.168.1.157,143,55324,1
4703,1550703331.299392,192.168.1.253,157,57118,1
4704,1550703331.299531,192.168.1.157,143,55324,1
4705,1550703331.504108,192.168.1.157,143,55324,1
4706,1550703331.605179,192.168.1.162,185,45905,1
4707,1550703331.617363,74.84.192.134,185,64866,1
4708,1550703331.617844,192.168.1.162,137,45014,1
4710,1550703331.708931,192.168.1.253,155,57100,1
4711,1550703331.70935,192.168.1.157,235,55232,1
4712,1550703332.52823,192.168.1.228,94,65451,0
4713,1550703332.528358,192.168.1.228,118,65426,1
4714,1550703332.528403,192.168.1.236,95,5782,0
4715,1550703332.733193,192.168.1.157,235,55232,1
4717,1550703333.019484,192.168.1.162,121,30621,1
4718,1550703333.038271,74.84.192.134,137,3771,1
4719,1550703333.654507,192.168.1.253,96,18821,0
4720,1550703333.654665,192.168.1.253,120,18796,1
4722,1550703333.859142,192.168.1.236,95,5673,0
4724,1550703334.781164,192.168.1.157,235,55232,1
4725,1550703334.849102,192.168.1.162,267,1796,1
4726,1550703334.859535,18.205.93.208,52,4600,0
4727,1550703334.861021,18.205.93.208,245,4404,1
4728,1550703334.86121,192.168.1.162,52,2013,0
4729,1550703335.661136,192.168.1.162,89,28026,0
4730,1550703335.662,192.168.1.162,185,9472,1
4731,1550703335.670009,74.84.192.134,52,26906,0
4732,1550703335.670148,74.84.192.134,89,23913,0
4733,1550703335.67022,192.168.1.162,52,28063,0
4734,1550703335.684783,74.84.192.134,217,64844,1
4735,1550703335.686074,192.168.1.162,153,16955,1
4737,1550703335.705402,74.84.192.134,153,25887,1
4738,1550703335.705725,192.168.1.162,137,48930,1
4739,1550703335.707319,192.168.1.162,649,63156,1
4740,1550703335.72486,74.84.192.134,137,23197,1
4741,1550703335.725001,74.84.192.134,281,26123,1
4742,1550703335.725362,192.168.1.162,137,45815,1
4743,1550703335.725978,192.168.1.162,185,23519,1
4744,1550703335.72754,192.168.1.162,825,39985,1
4745,1550703335.745271,74.84.192.134,137,25923,1
4746,1550703335.745954,74.84.192.134,345,65381,1
4747,1550703335.746103,74.84.192.134,169,2324,1
4748,1550703335.746314,192.168.1.162,137,48060,1
4749,1550703335.746379,192.168.1.162,137,31936,1
4750,1550703335.747102,192.168.1.162,137,46639,1
4751,1550703335.764348,74.84.192.134,137,26251,1
4752,1550703336.5216,192.168.1.210,68,18380,0
4753,1550703336.522178,192.168.1.210,377,18070,1
4754,1550703336.522439,192.168.1.234,157,40121,1
4756,1550703336.726626,192.168.1.157,143,55324,1
4757,1550703336.931311,192.168.1.157,143,55324,1
4758,1550703337.23849,192.168.1.234,155,40063,1
4759,1550703337.238754,192.168.1.157,143,55324,1
4760,1550703337.54603,192.168.1.157,235,55232,1
4762,1550703338.510078,192.168.1.162,1337,13541,1
4763,1550703338.536286,74.84.192.134,1161,22387,1
4764,1550703338.536635,192.168.1.162,137,35994,1
4766,1550703339.184811,74.84.192.134,201,25608,1
4767,1550703339.185275,192.168.1.162,137,16831,1
4769,1550703340.106251,192.168.1.234,383,39284,1
4770,1550703340.311102,192.168.1.234,399,39266,1
4771,1550703340.311244,192.168.1.228,155,60714,1
4772,1550703340.413742,192.168.1.234,401,39259,1
4773,1550703340.414223,192.168.1.234,389,39263,1
4774,1550703340.414748,192.168.1.157,235,55232,1
4775,1550703340.618276,192.168.1.234,391,39260,1
4776,1550703340.721735,192.168.1.234,344,39302,1
4778,1550703340.823018,192.168.1.234,335,39302,1
4780,1550703342.153972,192.168.1.157,143,55324,1
4781,1550703342.563534,192.168.1.157,143,55324,1
4783,1550703342.973237,192.168.1.157,143,55324,1
4784,1550703343.075673,192.168.1.157,143,55324,1
4785,1550703343.382992,192.168.1.157,235,55232,1
4786,1550703343.691679,192.168.1.1,203,14216,1
4788,1550703344.304546,192.168.1.157,235,55232,1
4789,1550703344.509684,192.168.1.228,383,59761,1
4790,1550703344.611941,192.168.1.228,399,59734,1
4792,1550703344.816798,192.168.1.228,401,59730,1
4793,1550703344.817278,192.168.1.228,389,59737,1
4794,1550703345.021587,192.168.1.228,391,59726,1
4795,1550703345.328705,192.168.1.228,344,59760,1
4796,1550703345.329053,192.168.1.228,335,59768,1
4798,1550703346.360881,192.168.1.162,169,36405,1
4799,1550703346.361074,192.168.1.162,169,1234,1
4800,1550703346.55151,74.84.192.134,217,10001,1
4801,1550703346.552208,192.168.1.162,169,59689,1
4802,1550703346.603998,74.84.192.134,185,12104,1
4803,1550703346.789522,192.168.1.162,153,2782,1
4804,1550703346.821007,74.84.192.134,137,3297,1
4805,1550703346.821341,192.168.1.162,121,28393,1
4806,1550703346.82189,192.168.1.162,377,6790,1
4807,1550703346.850894,74.84.192.134,1481,6464,1
4808,1550703346.851025,74.84.192.134,1481,28172,1
4809,1550703346.851064,74.84.192.134,697,9232,1
4810,1550703346.851333,192.168.1.162,121,50493,1
4811,1550703346.851403,192.168.1.162,121,65311,1
4812,1550703346.851447,192.168.1.162,121,23237,1
4813,1550703346.858998,192.168.1.162,441,22760,1
4814,1550703346.959434,74.84.192.134,121,8713,1
4815,1550703346.959553,74.84.192.134,185,2942,1
4816,1550703346.959762,192.168.1.162,121,2222,1
4817,1550703346.961186,192.168.1.162,441,56257,1
4818,1550703346.961254,192.168.1.162,649,64272,1
4819,1550703346.967319,192.168.1.253,399,54901,1
4820,1550703346.96793,192.168.1.253,401,54896,1
4821,1550703346.988425,74.84.192.134,121,30348,1
4822,1550703346.988553,74.84.192.134,121,10538,1
4823,1550703346.990282,74.84.192.134,1481,10446,1
4824,1550703346.990381,74.84.192.134,1481,14178,1
4825,1550703346.990419,74.84.192.134,1481,17851,1
4826,1550703346.990448,74.84.192.134,1481,6135,1
4827,1550703346.990475,74.84.192.134,1465,5732,1
4828,1550703346.990501,74.84.192.134,153,12737,1
4829,1550703346.99073,192.168.1.162,121,53080,1
4830,1550703346.990821,192.168.1.162,121,13986,1
4831,1550703346.990906,192.168.1.162,121,57896,1
4832,1550703346.990968,192.168.1.162,121,35426,1
4833,1550703346.991511,192.168.1.162,153,10075,1
4834,1550703346.991947,192.168.1.162,121,38968,1
4835,1550703347.141571,74.84.192.134,121,12066,1
4836,1550703347.141698,74.84.192.134,121,22784,1
4837,1550703347.172098,192.168.1.253,389,54899,1
4838,1550703347.407082,192.168.1.162,265,22378,1
4839,1550703347.520083,192.168.1.162,265,1898,1
4840,1550703347.562077,192.168.1.162,169,36597,1
4841,1550703347.683579,74.84.192.134,153,30483,1
4842,1550703347.683726,192.168.1.162,265,39,1
4843,1550703347.820043,74.84.192.134,233,64410,1
4844,1550703347.820169,74.84.192.134,153,8314,1
4845,1550703347.820362,192.168.1.162,137,30344,1
4846,1550703348.17733,192.168.1.162,169,30691,1
4847,1550703348.195622,74.84.192.134,233,6352,1
4848,1550703348.196633,192.168.1.162,153,4628,1
4849,1550703348.219043,74.84.192.134,137,9776,1
4850,1550703348.219356,192.168.1.162,121,10859,1
4851,1550703348.219793,192.168.1.162,345,39008,1
4852,1550703348.320107,192.168.1.162,345,7940,1
4853,1550703348.358909,74.84.192.134,121,27394,1
4854,1550703348.35903,74.84.192.134,1481,8030,1
4855,1550703348.359062,74.84.192.134,1481,25972,1
4856,1550703348.359251,192.168.1.162,121,48894,1
4857,1550703348.359309,192.168.1.162,121,38222,1
4858,1550703348.359341,192.168.1.162,121,57238,1
4859,1550703348.386287,74.84.192.134,137,10016,1
4860,1550703348.386446,74.84.192.134,697,64513,1
4861,1550703348.386837,192.168.1.162,121,6981,1
4862,1550703348.395045,192.168.1.162,441,21181,1
4863,1550703348.403951,74.84.192.134,697,3712,1
4864,1550703348.40438,192.168.1.162,121,30708,1
4865,1550703348.539762,74.84.192.134,121,14606,1
4866,1550703348.539877,74.84.192.134,185,15932,1
4867,1550703348.539904,74.84.192.134,185,5715,1
4868,1550703348.540063,192.168.1.162,121,7342,1
4869,1550703348.540122,192.168.1.162,121,22151,1
4870,1550703348.541334,192.168.1.162,441,21101,1
4871,1550703348.541394,192.168.1.162,553,54852,1
4872,1550703348.572489,74.84.192.134,121,1221,1
4873,1550703348.572646,74.84.192.134,121,13814,1
4874,1550703348.573306,74.84.192.134,1385,13118,1
4875,1550703348.573469,74.84.192.134,153,16990,1
4876,1550703348.573775,192.168.1.162,121,57778,1
4877,1550703348.573892,192.168.1.162,121,55047,1
4878,1550703348.574447,192.168.1.162,153,44014,1
4879,1550703348.574814,192.168.1.162,121,36616,1
4880,1550703348.581246,192.168.1.162,121,58677,1
4881,1550703348.72389,74.84.192.134,121,14968,1
4882,1550703348.724018,74.84.192.134,121,17354,1
4883,1550703348.72408,74.84.192.134,137,1380,1
4885,1550703350.55108,192.168.1.157,235,55232,1
4887,1550703351.574986,192.168.1.202,156,50148,1
4888,1550703351.575176,169.254.7.137,156,54479,1
4890,1550703352.291904,192.168.1.157,235,55232,1
4891,1550703352.599111,192.168.1.202,162,50142,1
4892,1550703352.59924,169.254.7.137,162,54473,1
4893,1550703352.599571,192.168.1.202,156,50148,1
4894,1550703352.599849,169.254.7.137,156,54479,1
4895,1550703352.693013,192.168.1.162,1385,28500,1
4896,1550703352.693894,192.168.1.162,137,32330,1
4897,1550703352.693954,192.168.1.162,137,34684,1
4899,1550703352.714483,74.84.192.134,1177,19194,1
4900,1550703352.71496,192.168.1.162,137,29306,1
4901,1550703352.716669,74.84.192.134,217,1195,1
4902,1550703352.717018,192.168.1.162,137,24634,1
4903,1550703352.719118,74.84.192.134,201,7207,1
4904,1550703352.719446,192.168.1.162,137,28172,1
4905,1550703353.520647,192.168.1.202,166,50138,1
4906,1550703353.520773,169.254.7.137,166,54469,1
4907,1550703353.698975,192.168.1.162,185,57395,1
4908,1550703353.713366,74.84.192.134,185,1962,1
4909,1550703353.713794,192.168.1.162,137,59016,1
4911,1550703353.930117,192.168.1.27,166,50313,1
4912,1550703353.930386,169.254.5.6,166,55112,1
4913,1550703353.949142,192.168.1.162,82,1981,0
4914,1550703354.004572,18.205.93.208,52,4598,0
4915,1550703354.237369,192.168.1.157,143,55324,1
